answers_per_minute,api_revision,badges_per_minute,new_active_users,questions_per_minute,total_accepted,total_answers,total_badges,total_comments,total_questions,total_unanswered,total_users,total_votes,time_requested
4.76,2017.9.26.26904,5.08,11,3.04,7862579,22909689,24475014,72849091,14640040,4188384,7777510,107821484,20170928172453
