answers_per_minute,api_revision,badges_per_minute,new_active_users,questions_per_minute,total_accepted,total_answers,total_badges,total_comments,total_questions,total_unanswered,total_users,total_votes,time_requested
4.76,2017.9.26.26904,5.08,11,3.04,7862565,22909633,24474902,72848827,14640009,4188374,7777470,107821110,20170928172214
