answers_per_minute,api_revision,badges_per_minute,new_active_users,questions_per_minute,total_accepted,total_answers,total_badges,total_comments,total_questions,total_unanswered,total_users,total_votes,time_requested
4.76,2017.9.26.26904,5.08,11,3.04,7862120,22908356,24472405,72843734,14639131,4187762,7776415,107813282,20170928123610
