answers_per_minute,api_revision,badges_per_minute,new_active_users,questions_per_minute,total_accepted,total_answers,total_badges,total_comments,total_questions,total_unanswered,total_users,total_votes,time_requested
4.76,2017.9.26.26904,5.08,11,3.04,7862347,22909070,24473998,72846187,14639433,4188121,7777007,107817330,20170928154447
